index,L1_Orig,L2_Orig,L3_Orig,tuple_orig,L1_Edit_Final,L1_chg,L2_Edit_Final,L2_chg,L3_Edit_Final,L3_chg,RR_100b_Edit,RR_101_Edit,CSR_Nbhd_Count,CSR_Nbhd_Edit,,CSR_Nbhd_Info,CSR_City_Count,CSR_City_Edit,,CSR_City_Info,CSR_Cnty_Count,CSR_Cnty_Edit,,CSR_Cnty_Info
1733,Gashasha,Minembwe,Democratic Republic Of The Congo,"('Gashasha', 'Minembwe', 'Democratic Republic Of The Congo')",Gashasha,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,,1,Gashasha,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
840,Gisegiru,Goma,Democratic Republic Of The Congo,"('Gisegiru', 'Goma', 'Democratic Republic Of The Congo')",Gisegiru,FALSE,Goma,FALSE,Democratic Republic of the Congo,FALSE,,,1,Gisegiru,FALSE,,8,Goma,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4453,Goma,Goma,Democratic Republic Of The Congo,"('Goma', 'Goma', 'Democratic Republic Of The Congo')",Goma,FALSE,Goma,FALSE,Democratic Republic of the Congo,FALSE,,"('Goma', 'Goma', 'Democratic Republic of the Congo')",8,Goma,FALSE,,8,Goma,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4454,Goma,Goma,Democratic Republic Of The Congo,"('Goma', 'Goma', 'Democratic Republic Of The Congo')",Goma,FALSE,Goma,FALSE,Democratic Republic of the Congo,FALSE,,"('Goma', 'Goma', 'Democratic Republic of the Congo')",8,Goma,FALSE,,8,Goma,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4455,Goma,Goma,Democratic Republic Of The Congo,"('Goma', 'Goma', 'Democratic Republic Of The Congo')",Goma,FALSE,Goma,FALSE,Democratic Republic of the Congo,FALSE,,"('Goma', 'Goma', 'Democratic Republic of the Congo')",8,Goma,FALSE,,8,Goma,FALSE,,53,Democratic Republic Of The Congo,FALSE,
3660,Irundu,Minembwe,Democratic Republic Of The Congo,"('Irundu', 'Minembwe', 'Democratic Republic Of The Congo')",Irundu,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,,2,Irundu,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4837,Kabingo,Fizi,Democratic Republic Of The Congo,"('Kabingo', 'Fizi', 'Democratic Republic Of The Congo')",Kabingo,FALSE,Fizi,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kabingo,FALSE,Isingiro,4,Fizi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2464,Kabingo,Kabingo,Democratic Republic Of The Congo,"('Kabingo', 'Kabingo', 'Democratic Republic Of The Congo')",Kabingo,FALSE,Kabingo,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kabingo,FALSE,Isingiro,1,Kabingo,FALSE,Isingiro,53,Democratic Republic Of The Congo,FALSE,
4503,Kabingo,Minembwe,Democratic Republic Of The Congo,"('Kabingo', 'Minembwe', 'Democratic Republic Of The Congo')",Kabingo,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kabingo,FALSE,Isingiro,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
6718,Kabingu,Minembwe,Democratic Republic Of The Congo,"('Kabingu', 'Minembwe', 'Democratic Republic Of The Congo')",Kabingo,TRUE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kabingo,TRUE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
8397,Kafubu,Lubumbashi,Democratic Republic Of The Congo,"('Kafubu', 'Lubumbashi', 'Democratic Republic Of The Congo')",Kafubu,FALSE,Lubumbashi,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kafubu,FALSE,,7,Lubumbashi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4661,Kahololo,Uvira,Democratic Republic Of The Congo,"('Kahololo', 'Uvira', 'Democratic Republic Of The Congo')",Kahololo,FALSE,Uvira,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kahololo,FALSE,,38,Uvira,FALSE,,53,Democratic Republic Of The Congo,FALSE,
8673,Kakangata,Bukavu,Democratic Republic Of The Congo,"('Kakangata', 'Bukavu', 'Democratic Republic Of The Congo')",Kakangata,FALSE,Bukavu,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kakangata,FALSE,,34,Bukavu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
5221,Kakenge,Minembwe,Democratic Republic Of The Congo,"('Kakenge', 'Minembwe', 'Democratic Republic Of The Congo')",Kakenge,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,,2,Kakenge,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
843,Kalinge,Kalinge,Democratic Republic Of The Congo,"('Kalinge', 'Kalinge', 'Democratic Republic Of The Congo')",Kalinge,FALSE,Kalinge,FALSE,Democratic Republic of the Congo,FALSE,,"('Kalinge', 'Kalinge', 'Democratic Republic of the Congo')",1,Kalinge,FALSE,,1,Kalinge,FALSE,,53,Democratic Republic Of The Congo,FALSE,
185,Katanga,Katanga,Democratic Republic Of The Congo,"('Katanga', 'Katanga', 'Democratic Republic Of The Congo')",Katanga,FALSE,Katanga,FALSE,Democratic Republic of the Congo,FALSE,,"('Katanga', 'Katanga', 'Democratic Republic of the Congo')",2,Katanga,FALSE,,2,Katanga,FALSE,,53,Democratic Republic Of The Congo,FALSE,
5977,Katanga,Uvira,Democratic Republic Of The Congo,"('Katanga', 'Uvira', 'Democratic Republic Of The Congo')",Katanga,FALSE,Uvira,FALSE,Democratic Republic of the Congo,FALSE,,,2,Katanga,FALSE,,38,Uvira,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2249,Katoi,Goma,Drc,"('Katoi', 'Goma', 'Drc')",Katoi,FALSE,Goma,FALSE,Democratic Republic of the Congo,TRUE,,,1,Katoi,FALSE,,8,Goma,FALSE,,11,Democratic Republic Of The Congo,TRUE,
8576,Katsanga,Katsanga,Democratic Republic Of The Congo,"('Katsanga', 'Katsanga', 'Democratic Republic Of The Congo')",Katsanga,FALSE,Katsanga,FALSE,Democratic Republic of the Congo,FALSE,,"('Katsanga', 'Katsanga', 'Democratic Republic of the Congo')",3,Katsanga,FALSE,,3,Katsanga,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7986,Keshero,Goma,Democratic Republic Of The Congo,"('Keshero', 'Goma', 'Democratic Republic Of The Congo')",Keshero,FALSE,Goma,FALSE,Democratic Republic of the Congo,FALSE,,,1,Keshero,FALSE,,8,Goma,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2791,Kichasa,Kichasa,Democratic Republic Of The Congo,"('Kichasa', 'Kichasa', 'Democratic Republic Of The Congo')",Kichasa,FALSE,Kichasa,FALSE,Democratic Republic of the Congo,FALSE,,"('Kichasa', 'Kichasa', 'Congo')",4,Kichasa,FALSE,,4,Kichasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2792,Kichasa,Kichasa,Democratic Republic Of The Congo,"('Kichasa', 'Kichasa', 'Democratic Republic Of The Congo')",Kichasa,FALSE,Kichasa,FALSE,Democratic Republic of the Congo,FALSE,,"('Kichasa', 'Kichasa', 'Congo')",4,Kichasa,FALSE,,4,Kichasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1898,Kienga,Kienga,Democratic Republic Of The Congo,"('Kienga', 'Kienga', 'Democratic Republic Of The Congo')",Kienga,FALSE,Kienga,FALSE,Democratic Republic of the Congo,FALSE,"('Kienga', 'Kienga', 'Democratic Republic of the Congo')",,2,Kienga,FALSE,Does not exist in Google Maps.,2,Kienga,FALSE,Does not exist in Google Maps.,53,Democratic Republic Of The Congo,FALSE,
7505,Kihololo,Uvira,Democratic Republic Of The Congo,"('Kihololo', 'Uvira', 'Democratic Republic Of The Congo')",Kihololo,FALSE,Uvira,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kihololo,FALSE,Does not exist in Google Maps.,38,Uvira,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2486,Kihuha,Uvira,Democratic Republic Of The Congo,"('Kihuha', 'Uvira', 'Democratic Republic Of The Congo')",Kihuha,FALSE,Uvira,FALSE,Democratic Republic of the Congo,FALSE,,,1,Kihuha,FALSE,Does not exist in Google Maps.,38,Uvira,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7988,Kings Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kings Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,TRUE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,,,,,TRUE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
8428,Kinsasha,Kinsasha,Democratic Republic Of The Congo,"('Kinsasha', 'Kinsasha', 'Democratic Republic Of The Congo')",Kinshasa,TRUE,Kinshasa,TRUE,Democratic Republic of the Congo,FALSE,"('Kinsasha', 'Kinsasha', 'Democratic Republic of the Congo')",,,,TRUE,,,,TRUE,,53,Democratic Republic Of The Congo,FALSE,
5993,Kinsasha,Kinsasha,Drc,"('Kinsasha', 'Kinsasha', 'Drc')",Kinshasa,TRUE,Kinshasa,TRUE,Democratic Republic of the Congo,TRUE,,,,,TRUE,,,,TRUE,,11,Democratic Republic Of The Congo,TRUE,
5533,Kinsasha,Kinshasa,Drc,"('Kinsasha', 'Kinshasa', 'Drc')",Kinshasa,TRUE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE,,,,,TRUE,,26,Kinshasa,FALSE,,11,Democratic Republic Of The Congo,TRUE,
5873,Kinshasa,Congo,Democratic Republic Of The Congo,"('Kinshasa', 'Congo', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,TRUE,Democratic Republic of the Congo,FALSE,,,26,Kinshasa,FALSE,,18,Congo,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2418,Kinshasa,Kinsasha,Drc,"('Kinshasa', 'Kinsasha', 'Drc')",Kinshasa,FALSE,Kinshasa,TRUE,Democratic Republic of the Congo,TRUE,,,26,Kinshasa,FALSE,,,,TRUE,,11,Democratic Republic Of The Congo,TRUE,
1021,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'nan')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1022,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1023,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1024,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'Drc')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1025,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1026,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1027,Kinshasa,Kinshasa,Democratic Republic Of The Congo,"('Kinshasa', 'Kinshasa', 'Democratic Republic Of The Congo')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,"('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')","('Kinshasa', 'Kinshasa', 'Democratic Republic of the Congo')",26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7606,Kinshasa,Kinshasa,Drc,"('Kinshasa', 'Kinshasa', 'Drc')",Kinshasa,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE,,,26,Kinshasa,FALSE,,26,Kinshasa,FALSE,,11,Democratic Republic Of The Congo,TRUE,
3742,Kisangani,Ubundu,Democratic Republic Of The Congo,"('Kisangani', 'Ubundu', 'Democratic Republic Of The Congo')",Kisangani,FALSE,Ubundu,FALSE,Democratic Republic of the Congo,FALSE,,,2,Kisangani,FALSE,,2,Ubundu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4735,Kisein,Kisein,Democratic Republic Of The Congo,"('Kisein', 'Kisein', 'Democratic Republic Of The Congo')",Kisein,FALSE,Kisein,FALSE,Democratic Republic of the Congo,FALSE,,,2,Kisein,FALSE,Does not exist in Google Maps.,2,Kisein,FALSE,Does not exist in Google Maps.,53,Democratic Republic Of The Congo,FALSE,
4138,Limete,Kinsha,Drc,"('Limete', 'Kinsha', 'Drc')",Limete,FALSE,Kinshasa,TRUE,Democratic Republic of the Congo,TRUE,,,3,Limete,FALSE,,,,TRUE,,11,Democratic Republic Of The Congo,TRUE,
7696,Limete,Kinshasa,Drc,"('Limete', 'Kinshasa', 'Drc')",Limete,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE,,,3,Limete,FALSE,,26,Kinshasa,FALSE,,11,Democratic Republic Of The Congo,TRUE,
8984,Limete,Kinshasaily,Drc,"('Limete', 'Kinshasaily', 'Drc')",Limete,FALSE,Kinshasa,TRUE,Democratic Republic of the Congo,TRUE,,,3,Limete,FALSE,,,,TRUE,,11,Democratic Republic Of The Congo,TRUE,
2304,Limete,Limetelimete,Democratic Republic Of The Congo,"('Limete', 'Limetelimete', 'Democratic Republic Of The Congo')",Limete,FALSE,Kinshasa,TRUE,Democratic Republic of the Congo,FALSE,"('Limete', 'Limetelimete', 'Democratic Republic of the Congo')",,3,Limete,FALSE,,,,TRUE,,53,Democratic Republic Of The Congo,FALSE,
7104,Limete Dr,Limete,Democratic Republic Of The Congo,"('Limete Dr', 'Limete', 'Democratic Republic Of The Congo')",Limete,TRUE,Kinshasa,TRUE,Democratic Republic of the Congo,FALSE,"('Limete Dr', 'Limete', 'Democratic Republic of the Congo')",,,,TRUE,,3,Limete,FALSE,,53,Democratic Republic Of The Congo,FALSE,
6176,Limetek,Limete,Democratic Republic Of The Congo,"('Limetek', 'Limete', 'Democratic Republic Of The Congo')",Limete,TRUE,Kinshasa,TRUE,Democratic Republic of the Congo,FALSE,"('Limetek', 'Limete', 'Democratic Republic of the Congo')",,,,TRUE,,3,Limete,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7785,Lububamshi,Katsanga,Democratic Republic Of The Congo,"('Lububamshi', 'Katsanga', 'Democratic Republic Of The Congo')",Lububamshi,FALSE,Katsanga,FALSE,Democratic Republic of the Congo,FALSE,,,2,Lububamshi,FALSE,,3,Katsanga,FALSE,,53,Democratic Republic Of The Congo,FALSE,
2227,Lububamshi,Kinshasa,Democratic Republic Of The Congo,"('Lububamshi', 'Kinshasa', 'Democratic Republic Of The Congo')",Lububamshi,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,,,2,Lububamshi,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
63,Lubumbashi,Kinshasa,Drc,"('Lubumbashi', 'Kinshasa', 'Drc')",Lubumbashi,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE,,,7,Lubumbashi,FALSE,,26,Kinshasa,FALSE,,11,Democratic Republic Of The Congo,TRUE,
1031,Lubumbashi,Lubumbashi,Democratic Republic Of The Congo,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic Of The Congo')",Lubumbashi,FALSE,Lubumbashi,FALSE,Democratic Republic of the Congo,FALSE,,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo')",7,Lubumbashi,FALSE,,7,Lubumbashi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1032,Lubumbashi,Lubumbashi,Democratic Republic Of The Congo,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic Of The Congo')",Lubumbashi,FALSE,Lubumbashi,FALSE,Democratic Republic of the Congo,FALSE,,"('Lubumbashi', 'Lubumbashi', 'Democratic Republic of the Congo')",7,Lubumbashi,FALSE,,7,Lubumbashi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7608,Lubumbashi,Lubumbashi,Drc,"('Lubumbashi', 'Lubumbashi', 'Drc')",Lubumbashi,FALSE,Lubumbashi,FALSE,Democratic Republic of the Congo,TRUE,,,7,Lubumbashi,FALSE,,7,Lubumbashi,FALSE,,11,Democratic Republic Of The Congo,TRUE,
8696,Lugezi,Lugezi,Democratic Republic Of The Congo,"('Lugezi', 'Lugezi', 'Democratic Republic Of The Congo')",Lugezi,FALSE,Lugezi,FALSE,Democratic Republic of the Congo,FALSE,,,1,Lugezi,FALSE,,1,Lugezi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7962,Lugezi,Minembwe,Democratic Republic Of The Congo,"('Lugezi', 'Minembwe', 'Democratic Republic Of The Congo')",Lugezi,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,,1,Lugezi,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
3271,Lumbumbash,Katsanga,Drc,"('Lumbumbash', 'Katsanga', 'Drc')",Lumbumbash,FALSE,Katsanga,FALSE,Democratic Republic of the Congo,TRUE,,,1,Lumbumbash,FALSE,,3,Katsanga,FALSE,,11,Democratic Republic Of The Congo,TRUE,
4601,Lumbumbash,Lumbumbash,Democratic Republic Of The Congo,"('Lumbumbash', 'Lumbumbash', 'Democratic Republic Of The Congo')",Lumbumbash,FALSE,Lumbumbash,FALSE,Democratic Republic of the Congo,FALSE,"('Lumbumbash', 'Lumbumbash', 'Democratic Republic of the Congo')",,1,Lumbumbash,FALSE,,1,Lumbumbash,FALSE,,53,Democratic Republic Of The Congo,FALSE,
6631,Lurambo,Lurambo,Democratic Republic Of The Congo,"('Lurambo', 'Lurambo', 'Democratic Republic Of The Congo')",Lurambo,FALSE,Lurambo,FALSE,Democratic Republic of the Congo,FALSE,,"('Lurambo', 'Lurambo', 'Democratic Republic of the Congo')",2,Lurambo,FALSE,,2,Lurambo,FALSE,,53,Democratic Republic Of The Congo,FALSE,
6174,Madegu,Madegu,Democratic Republic Of The Congo,"('Madegu', 'Madegu', 'Democratic Republic Of The Congo')",Madegu,FALSE,Madegu,FALSE,Democratic Republic of the Congo,FALSE,,"('Madegu', 'Madegu', 'Democratic Republic of the Congo')",1,Madegu,FALSE,,1,Madegu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4918,Majaga,Uvira,Democratic Republic Of The Congo,"('Majaga', 'Uvira', 'Democratic Republic Of The Congo')",Uvira,TRUE,Uvira,FALSE,Democratic Republic of the Congo,FALSE,,,,,TRUE,,38,Uvira,FALSE,,53,Democratic Republic Of The Congo,FALSE,
8778,Majanga,Uvira,Democratic Republic Of The Congo,"('Majanga', 'Uvira', 'Democratic Republic Of The Congo')",Majanga,FALSE,Uvira,FALSE,Democratic Republic of the Congo,FALSE,,,1,Majanga,FALSE,,38,Uvira,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1169,Makiso,Kisangani,Democratic Republic Of The Congo,"('Makiso', 'Kisangani', 'Democratic Republic Of The Congo')",Makiso,FALSE,Kisangani,FALSE,Democratic Republic of the Congo,FALSE,"('Makiso', 'Kisangani', 'Democratic Republic of the Congo')",,1,Makiso,FALSE,,2,Kisangani,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7721,Makiso,Kisangani,Drc,"('Makiso', 'Kisangani', 'Drc')",Makiso,FALSE,Kisangani,FALSE,Democratic Republic of the Congo,TRUE,,,1,Makiso,FALSE,,2,Kisangani,FALSE,,11,Democratic Republic Of The Congo,TRUE,
4197,Masisi,Masisi,Democratic Republic Of The Congo,"('Masisi', 'Masisi', 'Democratic Republic Of The Congo')",Masisi,FALSE,Masisi,FALSE,Democratic Republic of the Congo,FALSE,,"('Masisi', 'Masisi', 'Democratic Republic of the Congo')",2,Masisi,FALSE,,2,Masisi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
5297,Masisi,Murenge,Democratic Republic Of The Congo,"('Masisi', 'Murenge', 'Democratic Republic Of The Congo')",Masisi,FALSE,Murenge,FALSE,Democratic Republic of the Congo,FALSE,,,2,Masisi,FALSE,,3,Murenge,FALSE,,53,Democratic Republic Of The Congo,FALSE,
403,Matadi,Kinshasa,Democratic Republic Of The Congo,"('Matadi', 'Kinshasa', 'Democratic Republic Of The Congo')",Matadi,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,FALSE,,,2,Matadi,FALSE,,26,Kinshasa,FALSE,,53,Democratic Republic Of The Congo,FALSE,
6965,Matadi,Kinshasa,Drc,"('Matadi', 'Kinshasa', 'Drc')",Matadi,FALSE,Kinshasa,FALSE,Democratic Republic of the Congo,TRUE,,,2,Matadi,FALSE,,26,Kinshasa,FALSE,,11,Democratic Republic Of The Congo,TRUE,
1521,Matadi,Matadi,Democratic Republic Of The Congo,"('Matadi', 'Matadi', 'Democratic Republic Of The Congo')",Matadi,FALSE,Matadi,FALSE,Democratic Republic of the Congo,FALSE,"('Matadi', 'Matadi', 'Democratic Republic of the Congo')",,2,Matadi,FALSE,,2,Matadi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
8742,Mbuji-Mayi,Mbuji-Mayi,Democratic Republic Of The Congo,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic Of The Congo')",Mbuji-Mayi,FALSE,Mbuji-Mayi,FALSE,Democratic Republic of the Congo,FALSE,"('Mbuji-Mayi', 'Mbuji-Mayi', 'Democratic Republic of the Congo')",,2,Mbuji-Mayi,FALSE,,2,Mbuji-Mayi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7340,Mfizi,Mfizi,Democratic Republic Of The Congo,"('Mfizi', 'Mfizi', 'Democratic Republic Of The Congo')",Mfizi,FALSE,Mfizi,FALSE,Democratic Republic of the Congo,FALSE,,"('Mfizi', 'Mfizi', 'Democratic Republic of the Congo')",2,Mfizi,FALSE,,2,Mfizi,FALSE,,53,Democratic Republic Of The Congo,FALSE,
4177,Milembe,Bukavu,Democratic Republic Of The Congo,"('Milembe', 'Bukavu', 'Democratic Republic Of The Congo')",Milembe,FALSE,Bukavu,FALSE,Democratic Republic of the Congo,FALSE,,,2,Milembe,FALSE,,34,Bukavu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
3064,Milembe,Milembe,Democratic Republic Of The Congo,"('Milembe', 'Milembe', 'Democratic Republic Of The Congo')",Milembe,FALSE,Milembe,FALSE,Democratic Republic of the Congo,FALSE,,,2,Milembe,FALSE,,2,Milembe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
3068,Milembwe,Milembwe,Democratic Republic Of The Congo,"('Milembwe', 'Milembwe', 'Democratic Republic Of The Congo')",Milembwe,FALSE,Milembwe,FALSE,Democratic Republic of the Congo,FALSE,,"('Milembwe', 'Milembwe', 'Congo')",1,Milembwe,FALSE,,1,Milembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
5668,Minembwa,Bukavu,Democratic Republic Of The Congo,"('Minembwa', 'Bukavu', 'Democratic Republic Of The Congo')",Minembwa,FALSE,Bukavu,FALSE,Democratic Republic of the Congo,FALSE,,,2,Minembwa,FALSE,,34,Bukavu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1530,Minembwa,South Kivu,Democratic Republic Of The Congo,"('Minembwa', 'South Kivu', 'Democratic Republic Of The Congo')",Minembwa,FALSE,South Kivu,FALSE,Democratic Republic of the Congo,FALSE,,,2,Minembwa,FALSE,,2,South Kivu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
7282,Minembwe,Bukavu,Democratic Republic Of The Congo,"('Minembwe', 'Bukavu', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Bukavu,FALSE,Democratic Republic of the Congo,FALSE,,,45,Minembwe,FALSE,,34,Bukavu,FALSE,,53,Democratic Republic Of The Congo,FALSE,
8877,Minembwe,Cidikivo,Democratic Republic Of The Congo,"('Minembwe', 'Cidikivo', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Cidikivo,FALSE,Democratic Republic of the Congo,FALSE,,,45,Minembwe,FALSE,,1,Cidikivo,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1204,Minembwe,Minembwe,Democratic Republic Of The Congo,"('Minembwe', 'Minembwe', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",45,Minembwe,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1205,Minembwe,Minembwe,Democratic Republic Of The Congo,"('Minembwe', 'Minembwe', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",45,Minembwe,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1206,Minembwe,Minembwe,Democratic Republic Of The Congo,"('Minembwe', 'Minembwe', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",45,Minembwe,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1207,Minembwe,Minembwe,Democratic Republic Of The Congo,"('Minembwe', 'Minembwe', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",45,Minembwe,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
1208,Minembwe,Minembwe,Democratic Republic Of The Congo,"('Minembwe', 'Minembwe', 'Democratic Republic Of The Congo')",Minembwe,FALSE,Minembwe,FALSE,Democratic Republic of the Congo,FALSE,,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",45,Minembwe,FALSE,,45,Minembwe,FALSE,,53,Democratic Republic Of The Congo,FALSE,
