,ID,location,location_l,location_near,location_country,lat,lon,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,total_spread,225_1,225_2,225_3,225_4,225_5,225_6,225_7,225_8,311_1,311_2,311_3,311_4,311_5,311_6,321_1,321_2,321_3,321_4,340_1,340_2,340_3,340_4,343_1,343_2,343_3,225_1_lat,225_2_lat,225_3_lat,225_4_lat,225_5_lat,225_6_lat,225_7_lat,225_8_lat,311_1_lat,311_2_lat,311_3_lat,311_4_lat,311_5_lat,311_6_lat,321_1_lat,321_2_lat,321_3_lat,321_4_lat,340_1_lat,340_2_lat,340_3_lat,340_4_lat,343_1_lat,343_2_lat,343_3_lat,225_1_lon,225_2_lon,225_3_lon,225_4_lon,225_5_lon,225_6_lon,225_7_lon,225_8_lon,311_1_lon,311_2_lon,311_3_lon,311_4_lon,311_5_lon,311_6_lon,321_1_lon,321_2_lon,321_3_lon,321_4_lon,340_1_lon,340_2_lon,340_3_lon,340_4_lon,343_1_lon,343_2_lon,343_3_lon
10,285350,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Doing casual jobs,4,Doing casual jobs,Yes,Ewe,Ewe,No,Yes,Yes,5167.654285883499,1.2526202274969729,10776.02709326091,"('Ashaiman', 'Accra', 'Ghana')","('Tema', 'Tema', 'Ghana')","('London', 'London', 'United Kingdom')",,,,,,"('Denu', 'Ho', 'Ghana')","('Denu', 'Ho', 'Ghana')","('Denu', 'Ho', 'Ghana')",,,,"('London', 'London', 'United Kingdom')",,,,,,,,,,,-0.029529,-0.0096592,-0.1276474,,,,,,1.147734,1.147734,1.147734,,,,-0.1276474,,,,,,,,,,,5.694385,5.6596441,51.5073219,,,,,,6.101257,6.101257,6.101257,,,,51.5073219,,,,,,,,,,
11,284577,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),No,Hausa,Hausahausa,No,No,Yes,,,10726.532447716327,"('Potsdam', 'Berlin', 'Germany')","('Nima', 'Accra', 'Ghana')",,,,,,,,,,,,,"('Potsdam', 'Berlin', 'Germany')",,,,,,,,,,,13.0591397,-0.1987685,,,,,,,,,,,,,13.0591397,,,,,,,,,,,52.4009309,5.5820252,,,,,,,,,,,,,52.4009309,,,,,,,,,,
12,290342,"('Jamestown', 'nan', 'nan')",Jamestown,,,-0.2103637,5.535796599999999,Accra,James Town,Ghana,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Ga,Ga,No,No,Yes,24.485062925093143,0.3838344619392095,10280.120715469551,"('Tottenham', 'London', 'United Kingdom')",,,,,,,,,,,,,,"('Tottenham', 'London', 'United Kingdom')",,,,"('Oyarifa', 'Accra', 'Ghana')",,,,,,,-0.0672892,,,,,,,,,,,,,,-0.0672892,,,,-0.1748632999999999,,,,,,,51.5976955,,,,,,,,,,,,,,51.5976955,,,,5.756972,,,,,,
13,289764,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Ghana,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),Yes,Akan(Akyem),Twi,No,No,Yes,15.661342906424878,0.0993282487036419,10231.878704940937,"('Brighton', 'London', 'United Kingdom')",,,,,,,,,,,,,,"('Brighton', 'London', 'United Kingdom')",,,,,,,,"('Asuom', 'Koforidua', 'Ghana')","('Prampram', 'Accra', 'Ghana')",,-0.1400561,,,,,,,,,,,,,,-0.1400561,,,,,,,,-0.8739285,0.106142,,50.8214626,,,,,,,,,,,,,,50.8214626,,,,,,,,6.2633718,5.71491,
14,289988,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Male,Other,2,Other (specify),Yes,Ga,Ga,No,Yes,Yes,,,10119.71886090906,"('Bolgatanga', 'Bolgatanga', 'Ghana')","('Somanya', 'Accra', 'Ghana')",,,,,,,"('Cape Coast', 'Cape Coast', 'Ghana')","('Bolgatanga', 'Bolgatanga', 'Ghana')",,,,,"('Washington', 'Washington', 'United States')",,,,,,,,"('La', 'Accra', 'Ghana')",,,-0.8487322,-0.01483,,,,,,,-1.2430793,-0.8487322,,,,,-77.0365427,,,,,,,,-0.1576412999999999,,,10.7853963,6.104821,,,,,,,5.107467,10.7853963,,,,,38.89503679999999,,,,,,,,5.5602324,,
15,290678,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Liberia,Male,Self-employed (run small business/income generation project),3,Other (specify),No,Kru,Kru,Yes,No,No,851.9088959243746,1.0180853112939818,9450.797298221703,"('Atlanta', 'Atlanta', 'United States')",,,,,,,,,,,,,,,,,,,,,,"('Sarpeiman', 'Accra', 'Ghana')",,,-84.3902644,,,,,,,,,,,,,,,,,,,,,,-0.3108761,,,33.7489924,,,,,,,,,,,,,,,,,,,,,,5.726363,,
16,287769,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Nzema,Nzema ,No,Yes,Yes,181.3427219527032,3.896706602611153,9373.38432180223,"('Adenta', 'Accra', 'Ghana')","('Dodowa', 'Accra', 'Ghana')",,,,,,,"('Adenta', 'Accra', 'Ghana')",,,,,,"('Georgia', 'Dk', 'United States')",,,,,,,,"('Oyibi', 'Accra', 'Ghana')","('Kasoa', 'Accra', 'Ghana')",,-0.1687965,-0.092089,,,,,,,-0.1687965,,,,,,-83.1137366,,,,,,,,-0.121343,-0.4374909999999999,,5.7041391,5.884244,,,,,,,5.7041391,,,,,,32.329380900000004,,,,,,,,5.814253400000001,5.532573,
17,286017,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Nigeria ,Male,Other,5,Self-employed (run small business/income generation project),No,Igbo,Igbo,No,No,No,2.3581583499968133,0.020770696039254,9255.373416357892,"('Nairobi', 'Dk', 'Kenya')","('Abidjan', 'Dk', ""Côte d'Ivoire"")","('Bern', 'Dk', 'Switzerland')","('Chatham Island', 'Dk', 'New Zealand')",,,,,,,,,,,,,,,,,,,,,,36.8172449,-4.016107,7.4514512,-176.3838121,,,,,,,,,,,,,,,,,,,,,,-1.2832533000000002,5.320357,46.9482713,-43.98007379999999,,,,,,,,,,,,,,,,,,,,,
18,290689,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),0,Working full-time (formal/informal sector),Yes,Akan,Fanti,No,No,Yes,15.117567931312635,1.224832227335591,9186.362168369751,,,,,,,,,,,,,,,"('Toronto', 'Toronto', 'Canada')","('Cape Coast', 'Cape Coast', 'Ghana')",,,,,,,,,,,,,,,,,,,,,,,,-79.38393470000001,-1.2430793,,,,,,,,,,,,,,,,,,,,,,,,43.6534817,5.107467,,,,,,,,,
19,288627,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akan (Ashanti),Twi,No,Yes,Yes,,,9048.685896237383,"('Prato', 'Florence', 'Italy')",,,,,,,,"('Atonsu', 'Kumasi', 'Ghana')",,,,,,"('Prato', 'Florence', 'Italy')",,,,,,,,,,,11.094147267700892,,,,,,,,-1.5908391000000002,,,,,,11.094147267700892,,,,,,,,,,,43.93571805000001,,,,,,,,6.654622900000001,,,,,,43.93571805000001,,,,,,,,,,
20,278081,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria,Male,Self-employed (run small business/income generation project),1,Other (specify),No,Igbo,Igbo,No,Yes,No,0.0,0.0,8923.178681547184,"('Adenta', 'Accra', 'Ghana')","('Brooklyn ', 'New York', 'United States')",,,,,,,,,,,,,,,,,"('Surulere', 'Lagos', 'Nigeria')",,,,,,,-0.1687965,-73.94972109999999,,,,,,,,,,,,,,,,,3.3532587267239826,,,,,,,5.7041391,40.6526006,,,,,,,,,,,,,,,,,6.4872014500000015,,,,,,
21,290686,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Akuapim,Akuapim Twi,No,No,Yes,1.967693780863146,1.6321607381661996,8867.962819159706,,,,,,,,,,,,,,,"('Pennsylvania', 'Pennsylvania', 'United States')",,,,,,,,,,,,,,,,,,,,,,,,,-77.72788309999999,,,,,,,,,,,,,,,,,,,,,,,,,40.9699889,,,,,,,,,,
22,286021,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ashanti,Twi,No,No,Yes,12.442111669235736,0.5303453558098044,8724.168985592067,"('Adum ', 'Kumasi', 'Ghana')",,,,,,,,,,,,,,"('New York', 'New York', 'United States')",,,,,,,,,,,-1.6233319,,,,,,,,,,,,,,-74.0060152,,,,,,,,,,,6.694292599999999,,,,,,,,,,,,,,40.7127281,,,,,,,,,,
23,282753,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana ,Male,University/technikon/correspondence student,3,University/technikon/correspondence student,Yes,Akan,Twi,No,No,Yes,8.241651550666859,0.0012191474272889,8580.71831876854,"('Rome', 'Dk', 'Italy')",,,,,,,,,,,,,,"('Rome', 'Dk', 'Italy')","('Kwahu', 'Nkawkaw', 'Ghana')",,,,,,,,,,12.4829321,,,,,,,,,,,,,,12.4829321,-0.7284560879725313,,,,,,,,,,41.8933203,,,,,,,,,,,,,,41.8933203,6.49118255,,,,,,,,,
24,284088,"('Old Fadama', 'nan', 'nan')",Old Fadama,,,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana ,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,No,14.643543390867332,0.4110694624209508,8533.764653457598,"('James Town', 'Accra', 'Ghana')","('New York City', 'New York', 'United States')",,,,,,,,,,,,,,,,,,,,,"('Kwashieman', 'Accra', 'Ghana')",,,-0.2103637,-74.0060152,,,,,,,,,,,,,,,,,,,,,-0.2695356,,,5.535796599999999,40.7127281,,,,,,,,,,,,,,,,,,,,,5.5946053,,
25,289538,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Benin,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Fon,Fon,No,Yes,No,,,8518.970578134205,,,,,,,,,"('Bronx', 'New York', 'United States')",,,,,,,,,,"('Madina', 'Accra', 'Ghana')",,,,,,,,,,,,,,,-73.87859370000001,,,,,,,,,,-0.1677052,,,,,,,,,,,,,,,40.8466508,,,,,,,,,,5.6864962,,,,,,
26,289428,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Nigeria ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Igbo,Igbo ,No,Yes,Yes,0.0,0.0,7776.923041692786,,,,,,,,,"('Enugu', 'Anambra', 'Nigeria')","('Enugu', 'Anambra', 'Nigeria')","('Imo', 'Imo', 'Nigeria')",,,,"('Dk', 'Dk', 'Germany')",,,,,,,,,,,,,,,,,,,7.4143061,7.4143061,7.0669651,,,,9.740135816504065,,,,,,,,,,,,,,,,,,,6.5536094,6.5536094,5.5859456,,,,52.3985811,,,,,,,,,,
27,288582,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Ghana,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbane,No,No,Yes,64.8100308015496,0.0268843710020807,7385.560378993977,"('Abuakwa', 'Kumasi', 'Ghana')","('Yendi', 'Tamale', 'Ghana')","('Dubai', 'Dubai', 'United Arab Emirates')",,,,,,,,,,,,"('Abuakwa', 'Kumasi', 'Ghana')",,,,,,,,"('Bimbilla', 'Yendi', 'Ghana')",,,-0.9124025,-0.0035068,55.2924914,,,,,,,,,,,,-0.9124025,,,,,,,,0.0557043,,,5.2382945,9.4466478,25.265347100000003,,,,,,,,,,,,5.2382945,,,,,,,,8.859349,,
28,289106,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Sierra Leone,Male,Self-employed (run small business/income generation project),2,Other (specify),No,Temne,Temne ,No,Yes,No,1455.0209653633012,6.049801813675454,7187.725174134848,"('nan', 'Baghdad', 'Iraq')",,,,,,,,"('Lombli', 'Freetown', 'Ghana')",,,,,,,,,,"('Kasoa', 'Accra', 'Ghana')","('Lombli', 'Freetown', 'Sierra Leone')",,,,,,44.3787992,,,,,,,,-0.0111364999999999,,,,,,,,,,-0.4374909999999999,-13.26795,,,,,,33.3024309,,,,,,,,5.7224665,,,,,,,,,,5.532573,8.479004,,,,,
29,289461,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani ,No,Yes,No,18.817363396616315,0.0191910548293166,6831.838524087538,"('Kuwait', 'Dk', 'United Arab Emirates')",,,,,,,,"('Kumbugu', 'Tamale', 'Ghana')",,,,,,,,,,,,,,,,,55.16935589238191,,,,,,,,-0.8423985999999999,,,,,,,,,,,,,,,,,25.2281399,,,,,,,,9.4051992,,,,,,,,,,,,,,,,
30,283498,"('Madina', 'Accra', 'Ghana')",Madina,Accra,Ghana,-0.1677052,5.6864962,Accra,Madina,Ghana,Female,Working part-time (formal/informal sector),2,Self-employed (run small business/income generation project),Yes,Akuapem,Twi,No,Yes,Yes,,,6408.478855157394,,,,,,,,,"('New Abirem', 'Nkawkaw', 'Ghana')",,,,,,"('Abu Dhabi', 'Dubai', 'United Arab Emirates')",,,,"('Adenta', 'Medina', 'Ghana')",,,,"('Adenta', 'Medina', 'Ghana')",,,,,,,,,,,-0.9980393,,,,,,54.3774014,,,,-0.1687965,,,,-0.1687965,,,,,,,,,,,6.344303099999999,,,,,,24.4538352,,,,5.7041391,,,,5.7041391,,
31,290641,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,Yes,No,,,6212.107486588864,"('Maryland', 'Lagos', 'Nigeria')","('Johannesburg', 'Johannesburg', 'South Africa')","('Cotonou', 'Cotonou', 'Benin')","('Abidjan', 'Abidjan', ""Côte d'Ivoire"")","('Kasoa', 'Accra', 'Ghana')",,,,"('Maryland', 'Lagos', 'Nigeria')",,,,,,,,,,,,,,"('Kasoa', 'Accra', 'Ghana')",,,3.3699482000000005,28.049722,2.4252507000000003,-4.016107,-0.4374909999999999,,,,3.3699482000000005,,,,,,,,,,,,,,-0.4374909999999999,,,6.5731894,-26.205,6.3676953,5.320357,5.532573,,,,6.5731894,,,,,,,,,,,,,,5.532573,,
32,284896,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Gruma,Hausa,No,Yes,Yes,177.01702464512533,5.516774262825503,5894.786061338792,"('Salaga', 'Tamale', 'Ghana')","('Kete Krachi', 'Kumasi', 'Ghana')","('Konongo', 'Kumasi', 'Ghana')",,,,,,"('Mamobi', 'Accra', 'Ghana')",,,,,,"('London', 'London', 'United Kingdom')",,,,,,,,"('Kasoa', 'Accra', 'Ghana')",,,-0.5196529999999999,-0.0491399999999999,-1.2148111,,,,,,-0.1939666,,,,,,-0.1276474,,,,,,,,-0.4374909999999999,,,8.550609,7.798442,6.6231481,,,,,,5.591402099999999,,,,,,51.5073219,,,,,,,,5.532573,,
33,285362,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Doing casual jobs,4,Doing casual jobs,Yes,Ewe,Ewe,No,Yes,Yes,5.093414809672254,0.0017247041768064,5880.17764037009,"('Tema', 'Tema', 'Ghana')","('Ashaiman', 'Tema', 'Ghana')",,,,,,,"('Denu', 'Ho', 'Ghana')","('Denu', 'Ho', 'Ghana')","('Denu', 'Ho', 'Ghana')",,,,"('Anfield', 'London', 'United Kingdom')",,,,,,,,,,,-0.0096592,-0.029529,,,,,,,1.147734,1.147734,1.147734,,,,-2.9545427,,,,,,,,,,,5.6596441,5.694385,,,,,,,6.101257,6.101257,6.101257,,,,53.43246800000001,,,,,,,,,,
34,290516,"('James Town', 'Accra', 'Ghana')",James Town,Accra,Ghana,-0.2103637,5.535796599999999,Accra,James Town,Nigeria ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Hausa,Hausa ,No,Yes,No,9.374957031286383,0.0167846072907177,5831.987808913044,"('Benoni', 'Pretoria', 'South Africa')",,,,,,,,"('Ungogo', 'Kano', 'Nigeria')",,,,,,,,,,,,,,,,,28.3082376,,,,,,,,8.495339999999999,,,,,,,,,,,,,,,,,-26.1930356,,,,,,,,12.0916,,,,,,,,,,,,,,,,
35,283875,"('Old Fadama', 'Accra', 'Ghana')",Old Fadama,Accra,Ghana,-0.2225215999999999,5.5488671,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dagomba,Dagbani,No,Yes,No,0.0,0.0,5735.203125767402,"('Takoradi', 'Takoradi', 'Ghana')","('London', 'London', 'United Kingdom')",,,,,,,"('Chogu', 'Tamale', 'Ghana')",,,,,,,,,,,,,,,,,-1.7519316000000005,-0.1276474,,,,,,,-0.8423985999999999,,,,,,,,,,,,,,,,,4.8874010000000006,51.5073219,,,,,,,9.4051992,,,,,,,,,,,,,,,,
