,city_8,location,num_moves,dist,azimuth,lat,lon,location_pair,level,location_pair_id,locations,country,loc2,loc1
39,Nairobi,"('Mathare', 'Nairobi', 'Kenya')",3,11.321495514295965,0.10823127474510638,36.853064670201896,-1.26475025,"('Nairobi', ('Mathare', 'Nairobi', 'Kenya'))",1,19,"('Mathare', 'Nairobi', 'Kenya')",Kenya,Nairobi,Mathare
40,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",1,20,Nairobi,Democratic Republic of the Congo,Minembwe,Minembwe
41,Nairobi,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",3,941.5691652102628,-2.8601212555971314,28.730059899999997,-3.9344201,"('Nairobi', ('Minembwe', 'Minembwe', 'Democratic Republic of the Congo'))",1,20,"('Minembwe', 'Minembwe', 'Democratic Republic of the Congo')",Democratic Republic of the Congo,Minembwe,Minembwe
42,Nairobi,"('Umoja', 'Nairobi', 'Kenya')",3,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Umoja', 'Nairobi', 'Kenya'))",1,21,Nairobi,Kenya,Nairobi,Umoja
43,Nairobi,"('Umoja', 'Nairobi', 'Kenya')",3,94.91145119023108,0.8275371039473393,37.3277619,-0.4900026,"('Nairobi', ('Umoja', 'Nairobi', 'Kenya'))",1,21,"('Umoja', 'Nairobi', 'Kenya')",Kenya,Nairobi,Umoja
44,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",1,22,Nairobi,Tanzania,Arusha,Arusha
45,Nairobi,"('Arusha', 'Arusha', 'Tanzania')",2,201.75927034656948,-1.623103567184356,36.8004200748534,-3.52386665,"('Nairobi', ('Arusha', 'Arusha', 'Tanzania'))",1,22,"('Arusha', 'Arusha', 'Tanzania')",Tanzania,Arusha,Arusha
46,Nairobi,"('Bondeni', 'Nakuru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bondeni', 'Nakuru', 'Kenya'))",1,23,Nairobi,Kenya,Nakuru,Bondeni
47,Nairobi,"('Bondeni', 'Nakuru', 'Kenya')",2,115.34258885742527,2.2644515725864354,36.082991,-0.2937962,"('Nairobi', ('Bondeni', 'Nakuru', 'Kenya'))",1,23,"('Bondeni', 'Nakuru', 'Kenya')",Kenya,Nakuru,Bondeni
48,Nairobi,"('Githurai', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Githurai', 'Nairobi', 'Kenya'))",1,24,Nairobi,Kenya,Nairobi,Githurai
49,Nairobi,"('Githurai', 'Nairobi', 'Kenya')",2,5.627045270233516,1.5721219630762306,36.916861499999996,-1.202836,"('Nairobi', ('Githurai', 'Nairobi', 'Kenya'))",1,24,"('Githurai', 'Nairobi', 'Kenya')",Kenya,Nairobi,Githurai
50,Nairobi,"('Kabiria', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kabiria', 'Nairobi', 'Kenya'))",1,25,Nairobi,Kenya,Nairobi,Kabiria
51,Nairobi,"('Kabiria', 'Nairobi', 'Kenya')",2,3.0998559018159475,-2.764282077647708,36.7256737,-1.2912477,"('Nairobi', ('Kabiria', 'Nairobi', 'Kenya'))",1,25,"('Kabiria', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kabiria
52,Nairobi,"('Kimbo', 'Kiambu', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kimbo', 'Kiambu', 'Kenya'))",1,26,Nairobi,Kenya,Kiambu,Kimbo
53,Nairobi,"('Kimbo', 'Kiambu', 'Kenya')",2,1.9925875782552454,-1.5962788374100403,36.75118340488738,-1.30076905,"('Nairobi', ('Kimbo', 'Kiambu', 'Kenya'))",1,26,"('Kimbo', 'Kiambu', 'Kenya')",Kenya,Kiambu,Kimbo
54,Nairobi,"('Kitale', 'Kitale', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitale', 'Kitale', 'Kenya'))",1,27,Nairobi,Kenya,Kitale,Kitale
55,Nairobi,"('Kitale', 'Kitale', 'Kenya')",2,284.1893777695408,2.311867853982756,35.000236,1.018076,"('Nairobi', ('Kitale', 'Kitale', 'Kenya'))",1,27,"('Kitale', 'Kitale', 'Kenya')",Kenya,Kitale,Kitale
56,Nairobi,"('Kitengela', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Kitengela', 'Nairobi', 'Kenya'))",1,28,Nairobi,Kenya,Nairobi,Kitengela
57,Nairobi,"('Kitengela', 'Nairobi', 'Kenya')",2,24.023642934698362,-0.29565670720019704,36.959070000000004,-1.474564,"('Nairobi', ('Kitengela', 'Nairobi', 'Kenya'))",1,28,"('Kitengela', 'Nairobi', 'Kenya')",Kenya,Nairobi,Kitengela
58,Nairobi,"('Langata', 'Nairobi', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Langata', 'Nairobi', 'Kenya'))",1,29,Nairobi,Kenya,Nairobi,Langata
59,Nairobi,"('Langata', 'Nairobi', 'Kenya')",2,5.892154730974068,-0.9695290809795781,36.7816659,-1.3328938,"('Nairobi', ('Langata', 'Nairobi', 'Kenya'))",1,29,"('Langata', 'Nairobi', 'Kenya')",Kenya,Nairobi,Langata
60,Nairobi,"('Meru', 'Meru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Meru', 'Meru', 'Kenya'))",1,30,Nairobi,Kenya,Meru,Meru
61,Nairobi,"('Meru', 'Meru', 'Kenya')",2,142.2571985436946,0.9550525161358032,37.650006299999994,0.0499786,"('Nairobi', ('Meru', 'Meru', 'Kenya'))",1,30,"('Meru', 'Meru', 'Kenya')",Kenya,Meru,Meru
62,Nairobi,"(""Murang'A"", ""Murang'A"", 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', (""Murang'A"", ""Murang'A"", 'Kenya'))",1,31,Nairobi,Kenya,Murang'A,Murang'A
63,Nairobi,"(""Murang'A"", ""Murang'A"", 'Kenya')",2,39.955533638380565,1.321833783295082,37.00486124961815,-0.83091505,"('Nairobi', (""Murang'A"", ""Murang'A"", 'Kenya'))",1,31,"(""Murang'A"", ""Murang'A"", 'Kenya')",Kenya,Murang'A,Murang'A
64,Nairobi,"('Nakuru', 'Nakuru', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nakuru', 'Nakuru', 'Kenya'))",1,32,Nairobi,Kenya,Nakuru,Nakuru
65,Nairobi,"('Nakuru', 'Nakuru', 'Kenya')",2,128.8699386874597,2.3814230183230145,36.0712048,-0.28027240000000003,"('Nairobi', ('Nakuru', 'Nakuru', 'Kenya'))",1,32,"('Nakuru', 'Nakuru', 'Kenya')",Kenya,Nakuru,Nakuru
66,Nairobi,"('Nyamira', 'Nyamira', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyamira', 'Nyamira', 'Kenya'))",1,33,Nairobi,Kenya,Nyamira,Nyamira
67,Nairobi,"('Nyamira', 'Nyamira', 'Kenya')",2,209.4474298458329,2.8648777352591197,34.93413079992329,-0.65225405,"('Nairobi', ('Nyamira', 'Nyamira', 'Kenya'))",1,33,"('Nyamira', 'Nyamira', 'Kenya')",Kenya,Nyamira,Nyamira
68,Nairobi,"('Nyeri', 'Nyeri', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Nyeri', 'Nyeri', 'Kenya'))",1,34,Nairobi,Kenya,Nyeri,Nyeri
69,Nairobi,"('Nyeri', 'Nyeri', 'Kenya')",2,75.52818053056549,1.5152684267138155,36.9517005,-0.41929620000000006,"('Nairobi', ('Nyeri', 'Nyeri', 'Kenya'))",1,34,"('Nyeri', 'Nyeri', 'Kenya')",Kenya,Nyeri,Nyeri
70,Nairobi,"('Ruiru', 'Thika', 'Kenya')",2,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ruiru', 'Thika', 'Kenya'))",1,35,Nairobi,Kenya,Thika,Ruiru
71,Nairobi,"('Ruiru', 'Thika', 'Kenya')",2,11.625197500493748,1.1419130152329247,36.96044860000001,-1.1472712,"('Nairobi', ('Ruiru', 'Thika', 'Kenya'))",1,35,"('Ruiru', 'Thika', 'Kenya')",Kenya,Thika,Ruiru
72,Nairobi,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Addis Ababa', 'Addis Ababa', 'Ethiopia'))",1,36,Nairobi,Ethiopia,Addis Ababa,Addis Ababa
73,Nairobi,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",1,943.2017502336055,1.2771813414936808,38.761252500000005,9.0107934,"('Nairobi', ('Addis Ababa', 'Addis Ababa', 'Ethiopia'))",1,36,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",Ethiopia,Addis Ababa,Addis Ababa
74,Nairobi,"('Ahero', 'Kisumu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Ahero', 'Kisumu', 'Kenya'))",1,37,Nairobi,Kenya,Kisumu,Ahero
75,Nairobi,"('Ahero', 'Kisumu', 'Kenya')",1,231.48037687585273,2.6374243302354152,34.919004,-0.172399,"('Nairobi', ('Ahero', 'Kisumu', 'Kenya'))",1,37,"('Ahero', 'Kisumu', 'Kenya')",Kenya,Kisumu,Ahero
76,Nairobi,"('Al Diyum East', 'Khartoum', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Al Diyum East', 'Khartoum', 'Sudan'))",1,38,Nairobi,Sudan,Khartoum,Al Diyum East
77,Nairobi,"('Al Diyum East', 'Khartoum', 'Sudan')",1,1611.1788838669513,1.7784682057214236,32.539207899999994,15.569011699999999,"('Nairobi', ('Al Diyum East', 'Khartoum', 'Sudan'))",1,38,"('Al Diyum East', 'Khartoum', 'Sudan')",Sudan,Khartoum,Al Diyum East
78,Nairobi,"('Al Riyadh', 'Al Riyadh', 'Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Al Riyadh', 'Al Riyadh', 'Sudan'))",1,39,Nairobi,Sudan,Al Riyadh,Al Riyadh
79,Nairobi,"('Al Riyadh', 'Al Riyadh', 'Sudan')",1,1610.9518871642126,1.7763967400567469,32.567664,15.579633,"('Nairobi', ('Al Riyadh', 'Al Riyadh', 'Sudan'))",1,39,"('Al Riyadh', 'Al Riyadh', 'Sudan')",Sudan,Al Riyadh,Al Riyadh
80,Nairobi,"('Aweil', 'Aweil', 'South Sudan')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Aweil', 'Aweil', 'South Sudan'))",1,40,Nairobi,South Sudan,Aweil,Aweil
81,Nairobi,"('Aweil', 'Aweil', 'South Sudan')",1,1404.0016530973367,2.3522126986997565,27.396208500000004,8.7693352,"('Nairobi', ('Aweil', 'Aweil', 'South Sudan'))",1,40,"('Aweil', 'Aweil', 'South Sudan')",South Sudan,Aweil,Aweil
82,Nairobi,"('Bamburi', 'Mombasa', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bamburi', 'Mombasa', 'Kenya'))",1,41,Nairobi,Kenya,Mombasa,Bamburi
83,Nairobi,"('Bamburi', 'Mombasa', 'Kenya')",1,406.26484178408924,-0.6120875328893702,39.7166,-4.0,"('Nairobi', ('Bamburi', 'Mombasa', 'Kenya'))",1,41,"('Bamburi', 'Mombasa', 'Kenya')",Kenya,Mombasa,Bamburi
84,Nairobi,"('Bisoro', 'Bisoro', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bisoro', 'Bisoro', 'Burundi'))",1,42,Nairobi,Burundi,Bisoro,Bisoro
85,Nairobi,"('Bisoro', 'Bisoro', 'Burundi')",1,808.6174639320623,-2.8695106745388625,29.7077404,-3.6361559999999997,"('Nairobi', ('Bisoro', 'Bisoro', 'Burundi'))",1,42,"('Bisoro', 'Bisoro', 'Burundi')",Burundi,Bisoro,Bisoro
86,Nairobi,"('Bombolulu', 'Bombolulu', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bombolulu', 'Bombolulu', 'Kenya'))",1,43,Nairobi,Kenya,Bombolulu,Bombolulu
87,Nairobi,"('Bombolulu', 'Bombolulu', 'Kenya')",1,391.71300774751325,-0.649344408385869,39.696073,-4.026789,"('Nairobi', ('Bombolulu', 'Bombolulu', 'Kenya'))",1,43,"('Bombolulu', 'Bombolulu', 'Kenya')",Kenya,Bombolulu,Bombolulu
88,Nairobi,"('Bujamana', 'Kigali', 'Rwanda')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bujamana', 'Kigali', 'Rwanda'))",1,44,Nairobi,Rwanda,Kigali,Bujamana
89,Nairobi,"('Bujamana', 'Kigali', 'Rwanda')",1,763.0140806216176,-3.0547274153901247,30.061507000000002,-1.950851,"('Nairobi', ('Bujamana', 'Kigali', 'Rwanda'))",1,44,"('Bujamana', 'Kigali', 'Rwanda')",Rwanda,Kigali,Bujamana
90,Nairobi,"('Bujumbura', 'Bujumbura', 'Burundi')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bujumbura', 'Bujumbura', 'Burundi'))",1,45,Nairobi,Burundi,Bujumbura,Bujumbura
91,Nairobi,"('Bujumbura', 'Bujumbura', 'Burundi')",1,839.289648265931,-2.911299572342346,29.3675028,-3.3638125,"('Nairobi', ('Bujumbura', 'Bujumbura', 'Burundi'))",1,45,"('Bujumbura', 'Bujumbura', 'Burundi')",Burundi,Bujumbura,Bujumbura
92,Nairobi,"('Bumala', 'Bumala', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bumala', 'Bumala', 'Kenya'))",1,46,Nairobi,Kenya,Bumala,Bumala
93,Nairobi,"('Bumala', 'Bumala', 'Kenya')",1,322.15955265584387,2.633836210548278,34.2024041,0.3031139,"('Nairobi', ('Bumala', 'Bumala', 'Kenya'))",1,46,"('Bumala', 'Bumala', 'Kenya')",Kenya,Bumala,Bumala
94,Nairobi,"('Bungoma', 'Bungoma', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Bungoma', 'Bungoma', 'Kenya'))",1,47,Nairobi,Kenya,Bungoma,Bungoma
95,Nairobi,"('Bungoma', 'Bungoma', 'Kenya')",1,292.6090764245537,2.4400610760694645,34.71916810731902,0.78292445,"('Nairobi', ('Bungoma', 'Bungoma', 'Kenya'))",1,47,"('Bungoma', 'Bungoma', 'Kenya')",Kenya,Bungoma,Bungoma
96,Nairobi,"('Dagoretti', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Dagoretti', 'Nairobi', 'Kenya'))",1,48,Nairobi,Kenya,Nairobi,Dagoretti
97,Nairobi,"('Dagoretti', 'Nairobi', 'Kenya')",1,7.4651539711496255,-3.0067315618068284,36.684982899999994,-1.2896931,"('Nairobi', ('Dagoretti', 'Nairobi', 'Kenya'))",1,48,"('Dagoretti', 'Nairobi', 'Kenya')",Kenya,Nairobi,Dagoretti
98,Nairobi,"('Dandora', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Dandora', 'Nairobi', 'Kenya'))",1,49,Nairobi,Kenya,Nairobi,Dandora
99,Nairobi,"('Dandora', 'Nairobi', 'Kenya')",1,2.743432025988959,2.559895668655589,36.8962891457452,-1.2490727499999998,"('Nairobi', ('Dandora', 'Nairobi', 'Kenya'))",1,49,"('Dandora', 'Nairobi', 'Kenya')",Kenya,Nairobi,Dandora
100,Nairobi,"('Dk', 'Eldoret', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Dk', 'Eldoret', 'Kenya'))",1,50,Nairobi,Kenya,Eldoret,Dk
101,Nairobi,"('Dk', 'Eldoret', 'Kenya')",1,238.34521548563407,2.3212654856077233,35.271548100000004,0.5198329,"('Nairobi', ('Dk', 'Eldoret', 'Kenya'))",1,50,"('Dk', 'Eldoret', 'Kenya')",Kenya,Eldoret,Dk
102,Nairobi,"('Donholm', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Donholm', 'Nairobi', 'Kenya'))",1,51,Nairobi,Kenya,Nairobi,Donholm
103,Nairobi,"('Donholm', 'Nairobi', 'Kenya')",1,18.982630361472058,0.5138660916498596,36.900927200000005,-1.2912763,"('Nairobi', ('Donholm', 'Nairobi', 'Kenya'))",1,51,"('Donholm', 'Nairobi', 'Kenya')",Kenya,Nairobi,Donholm
104,Nairobi,"('Eastleigh', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Eastleigh', 'Nairobi', 'Kenya'))",1,52,Nairobi,Kenya,Nairobi,Eastleigh
105,Nairobi,"('Eastleigh', 'Nairobi', 'Kenya')",1,7.648639961022602,-3.0030380660264164,36.8486835,-1.2778285,"('Nairobi', ('Eastleigh', 'Nairobi', 'Kenya'))",1,52,"('Eastleigh', 'Nairobi', 'Kenya')",Kenya,Nairobi,Eastleigh
106,Nairobi,"('Embakasi', 'Nairobi', 'Kenya')",1,0.01,0.0,36.820443,-1.292567,"('Nairobi', ('Embakasi', 'Nairobi', 'Kenya'))",1,53,Nairobi,Kenya,Nairobi,Embakasi
107,Nairobi,"('Embakasi', 'Nairobi', 'Kenya')",1,16.3470102594193,0.39898289884121146,36.88772400161075,-1.3247280000000001,"('Nairobi', ('Embakasi', 'Nairobi', 'Kenya'))",1,53,"('Embakasi', 'Nairobi', 'Kenya')",Kenya,Nairobi,Embakasi
