,ID,origin_loc_100,lt_others,ln_others,lt_cur,ln_cur,other_pt,cur_pt,line100,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,ethnicity_recode_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320
28,278075,"(('Kisumu', 'Kisumu', 'Kenya'),)",-0.10291089999999999,34.7541761,-1.2784631000000002,36.751643,POINT (34.7541761 -0.1029109),POINT (36.751643 -1.2784631),"LINESTRING (34.7541761 -0.1029109, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luo,Luo,Dholuo,No,Yes,Yes
29,278076,"(('Obuasi', 'Obuasi', 'Ghana'),)",6.211542,-1.6894044999999998,5.6864962,-0.16770520000000003,POINT (-1.6894045 6.211542),POINT (-0.1677052 5.6864962),"LINESTRING (-1.6894045 6.211542, -0.1677052 5.6864962)",Accra,Madina,Ghana,Male,Other,2,Working full-time (formal/informal sector),Yes,Akantwi,Other,Twi Twi ,No,Yes,No
30,278077,"(('Kumasi', 'Kumasi', 'Ghana'),)",6.698081,-1.6230403999999998,5.6864962,-0.16770520000000003,POINT (-1.6230404 6.698081),POINT (-0.1677052 5.6864962),"LINESTRING (-1.6230404 6.698081, -0.1677052 5.6864962)",Accra,Madina,Ghana,Male,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Akan,Akan,Twitwi,No,Yes,No
31,278081,"(('Lagos', 'Lagos', 'Nigeria'),)",6.4550575,3.3941795,5.6864962,-0.16770520000000003,POINT (3.3941795 6.4550575),POINT (-0.1677052 5.6864962),"LINESTRING (3.3941795 6.4550575, -0.1677052 5.6864962)",Accra,Madina,Nigeria,Male,Self-employed (run small business/income generation project),1,Other (specify),No,Igbo,Igbo,Igbo,No,Yes,No
32,278084,"(('Madina', 'Accra', 'Ghana'),)",5.6864962,-0.16770520000000003,5.6864962,-0.16770520000000003,POINT (-0.1677052 5.6864962),POINT (-0.1677052 5.6864962),"LINESTRING (-0.1677052 5.6864962, -0.1677052 5.6864962)",Accra,Madina,Ghana,Male,Casual employment/temporary worker,0,-3,Yes,Ewe,Ewe,Twi,No,No,No
33,278086,"(('Koforidua', 'Koforidua', 'Ghana'),)",6.100333999999999,-0.2614572,5.6864962,-0.16770520000000003,POINT (-0.2614572 6.100333999999999),POINT (-0.1677052 5.6864962),"LINESTRING (-0.2614572 6.100333999999999, -0.1677052 5.6864962)",Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),1,-3,Yes,Akan,Akan,,No,Yes,No
34,278087,"(('nan', 'Cotonou', 'Togo'),)",6.233297299999999,1.6085998,5.6864962,-0.16770520000000003,POINT (1.6085998 6.233297299999999),POINT (-0.1677052 5.6864962),"LINESTRING (1.6085998 6.233297299999999, -0.1677052 5.6864962)",Accra,Madina,Togo,Male,Other,0,-3,No,Ewe,Ewe,French,No,Yes,No
35,278252,"(('Al Diyum East', 'Khartoum', 'Sudan'),)",15.569011699999999,32.539207899999994,-1.2784631000000002,36.751643,POINT (32.53920789999999 15.5690117),POINT (36.751643 -1.2784631),"LINESTRING (32.53920789999999 15.5690117, 36.751643 -1.2784631)",Nairobi,Kawangware,Sudan,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Dinka,Other,Dinka,No,Yes,No
36,278253,"(('Kawangware', 'Kawangware', 'Kenya'),)",-1.2784631000000002,36.751643,-1.2784631000000002,36.751643,POINT (36.751643 -1.2784631),POINT (36.751643 -1.2784631),"LINESTRING (36.751643 -1.2784631, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,Luhya,No,Yes,No
37,278259,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Doing casual jobs,0,Casual employment/temporary worker,No,Luhya,Luhya,Kiluhya_Maragoli,No,Yes,Yes
38,278260,"(('Bujumbura', 'Bujumbura', 'Burundi'),)",-3.3638125,29.3675028,-1.2784631000000002,36.751643,POINT (29.3675028 -3.3638125),POINT (36.751643 -1.2784631),"LINESTRING (29.3675028 -3.3638125, 36.751643 -1.2784631)",Nairobi,Kawangware,Burundi,Male,Casual employment/temporary worker,1,Casual employment/temporary worker,No,Hutu,Other,Kirundi,No,Yes,No
39,278262,"(('Kakamega', 'Kakamega', 'Kenya'),)",0.49571040000000005,34.80154886163461,-1.2784631000000002,36.751643,POINT (34.80154886163461 0.4957104000000001),POINT (36.751643 -1.2784631),"LINESTRING (34.80154886163461 0.4957104000000001, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Doing casual jobs,3,Casual employment/temporary worker,Yes,Luhya,Luhya,Kiluhya,No,Yes,No
40,278267,"(('Butiama', 'Butiama', 'Tanzania'),)",-1.7103998,33.995521715642184,-1.2784631000000002,36.751643,POINT (33.99552171564218 -1.7103998),POINT (36.751643 -1.2784631),"LINESTRING (33.99552171564218 -1.7103998, 36.751643 -1.2784631)",Nairobi,Kawangware,Tanzania,Female,Unemployed ,3,Other (specify),No,Mjita,Other,Kiswahili,No,Yes,Yes
41,278268,"(('Garissa', 'Garissa', 'Kenya'),)",-0.52360305,40.35638690578711,-1.2784631000000002,36.751643,POINT (40.35638690578711 -0.52360305),POINT (36.751643 -1.2784631),"LINESTRING (40.35638690578711 -0.52360305, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Unemployed ,1,Unemployed,Yes,Mijikenda,Other,Mijikenda ,No,Yes,Yes
42,278269,"(('nan', 'Qaqriyal', 'South Sudan'),)",8.534443800000002,28.098467499999998,-1.2784631000000002,36.751643,POINT (28.0984675 8.534443800000002),POINT (36.751643 -1.2784631),"LINESTRING (28.0984675 8.534443800000002, 36.751643 -1.2784631)",Nairobi,Kawangware,South Sudan,Female,Unemployed ,0,Unemployed,No,Dinka,Other,Dinka,Yes,No,Yes
43,278270,"(('Kakamega', 'Kakamega', 'Kenya'),)",0.49571040000000005,34.80154886163461,-1.2784631000000002,36.751643,POINT (34.80154886163461 0.4957104000000001),POINT (36.751643 -1.2784631),"LINESTRING (34.80154886163461 0.4957104000000001, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Self-employed (run small business/income generation project),Yes,Luhya,Luhya,Luhya,No,Yes,No
44,278276,"(('Kerugoya', 'Kerugoya', 'Kenya'),)",-0.49633,37.278584,-1.2784631000000002,36.751643,POINT (37.278584 -0.49633),POINT (36.751643 -1.2784631),"LINESTRING (37.278584 -0.49633, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,Yes,Agikuyu,Agikuyu,Kikuyu,No,Yes,No
45,278279,"(('Kitale', 'Kitale', 'Kenya'),)",1.018076,35.000236,-1.2784631000000002,36.751643,POINT (35.000236 1.018076),POINT (36.751643 -1.2784631),"LINESTRING (35.000236 1.018076, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,2,Unemployed,Yes,Luhya,Luhya,Kimaragoli,No,Yes,No
46,278295,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,3,Unemployed,Yes,Luhya,Luhya,Kiswahili,No,No,Yes
47,278300,"(('Bujumbura', 'Bujumbura', 'Burundi'),)",-3.3638125,29.3675028,-1.2784631000000002,36.751643,POINT (29.3675028 -3.3638125),POINT (36.751643 -1.2784631),"LINESTRING (29.3675028 -3.3638125, 36.751643 -1.2784631)",Nairobi,Kawangware,Burundi,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Muhutu,Other,Kiburundi,No,No,Yes
48,278309,"(('Bujumbura', 'Bujumbura', 'Burundi'),)",-3.3638125,29.3675028,-1.2784631000000002,36.751643,POINT (29.3675028 -3.3638125),POINT (36.751643 -1.2784631),"LINESTRING (29.3675028 -3.3638125, 36.751643 -1.2784631)",Nairobi,Kawangware,Burundi,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),No,Kiburundi,Other,Kiburundi,No,Yes,No
49,278313,"(('Al Riyadh', 'Al Riyadh', 'Sudan'),)",15.579633,32.567664,-1.2784631000000002,36.751643,POINT (32.567664 15.579633),POINT (36.751643 -1.2784631),"LINESTRING (32.567664 15.579633, 36.751643 -1.2784631)",Nairobi,Kawangware,Sudan,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),No,Nuba,Other,Nubian,No,Yes,No
50,278314,"(('Kampala', 'Kampala', 'Uganda'),)",0.31771370000000004,32.581353899999996,-1.2784631000000002,36.751643,POINT (32.5813539 0.3177137),POINT (36.751643 -1.2784631),"LINESTRING (32.5813539 0.3177137, 36.751643 -1.2784631)",Nairobi,Kawangware,Uganda,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Gisu,Other,Kigisu,No,Yes,Yes
51,278318,"(('Ugunja', 'Ugunja', 'Kenya'),)",0.1811616,34.296470899999996,-1.2784631000000002,36.751643,POINT (34.2964709 0.1811616),POINT (36.751643 -1.2784631),"LINESTRING (34.2964709 0.1811616, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,4,Unemployed,Yes,Luo,Luo,Dholuo,No,Yes,Yes
52,278321,"(('Mbalala', 'Mbalala', 'Uganda'),)",0.366667,32.816666999999995,-1.2784631000000002,36.751643,POINT (32.816667 0.366667),POINT (36.751643 -1.2784631),"LINESTRING (32.816667 0.366667, 36.751643 -1.2784631)",Nairobi,Kawangware,Uganda,Female,Unemployed ,2,Unemployed,No,Wanyankole,Other,Olunyankole,No,No,No
53,278322,"(('Bukoba', 'Bukoba', 'Tanzania'),)",-1.32416585,31.805192849594786,-1.2784631000000002,36.751643,POINT (31.80519284959479 -1.32416585),POINT (36.751643 -1.2784631),"LINESTRING (31.80519284959479 -1.32416585, 36.751643 -1.2784631)",Nairobi,Kawangware,Tanzania,Male,Working part-time (formal/informal sector),2,Working part-time (formal/informal sector),Yes,Haya,Other,Swahili,No,No,Yes
54,278323,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Kikuyu,Kikuyu,Kikuyu,No,No,No
55,278324,"(('Sagana', 'Sagana', 'Kenya'),)",-0.666531,37.208151,-1.2784631000000002,36.751643,POINT (37.208151 -0.666531),POINT (36.751643 -1.2784631),"LINESTRING (37.208151 -0.666531, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Unemployed ,1,Unemployed,Yes,Kikuyu,Kikuyu,Kikuyu,No,No,No
56,278326,"(('Awendo', 'Awendo', 'Kenya'),)",-0.9079812,34.53172,-1.2784631000000002,36.751643,POINT (34.53172 -0.9079812),POINT (36.751643 -1.2784631),"LINESTRING (34.53172 -0.9079812, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Working full-time (formal/informal sector),6,Working full-time (formal/informal sector),Yes,Luo,Luo,Dhuluo,No,Yes,No
57,278330,"(('Homa Bay', 'Homa Bay', 'Kenya'),)",-0.56396015,34.31878185590796,-1.2784631000000002,36.751643,POINT (34.31878185590796 -0.56396015),POINT (36.751643 -1.2784631),"LINESTRING (34.31878185590796 -0.56396015, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,2,Unemployed,Yes,Luo,Luo,Dholuo,No,Yes,Yes
58,278340,"(('Migori', 'Migori', 'Kenya'),)",-1.0211616,34.30964322421073,-1.2784631000000002,36.751643,POINT (34.30964322421073 -1.0211616),POINT (36.751643 -1.2784631),"LINESTRING (34.30964322421073 -1.0211616, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Unemployed ,2,Doing casual jobs,Yes,Luhya,Luhya,Dholuo,No,Yes,Yes
59,278347,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Luo,Luo,Dholuo,No,Yes,No
60,278348,"(('Bulambuli', 'Bulambuli', 'Uganda'),)",1.35811175,34.28037988179564,-1.2784631000000002,36.751643,POINT (34.28037988179564 1.35811175),POINT (36.751643 -1.2784631),"LINESTRING (34.28037988179564 1.35811175, 36.751643 -1.2784631)",Nairobi,Kawangware,Uganda,Female,Doing casual jobs,3,Doing casual jobs,No,Wagisu,Other,Kigisu,No,No,Yes
61,278349,"(('Kampala', 'Kampala', 'Uganda'),)",0.31771370000000004,32.581353899999996,-1.2784631000000002,36.751643,POINT (32.5813539 0.3177137),POINT (36.751643 -1.2784631),"LINESTRING (32.5813539 0.3177137, 36.751643 -1.2784631)",Nairobi,Kawangware,Uganda,Male,University/technikon/correspondence student,1,Unemployed,No,Luganda,Other,Luganda,No,No,No
62,278358,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,0,Unemployed,Yes,Agikuyu,Agikuyu,Kikuyu,No,No,Yes
63,278359,"(('Nyeri', 'Nyeri', 'Kenya'),)",-0.41929620000000006,36.9517005,-1.2784631000000002,36.751643,POINT (36.9517005 -0.4192962000000001),POINT (36.751643 -1.2784631),"LINESTRING (36.9517005 -0.4192962000000001, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Kikiyu,Other,Kikuyu,No,Yes,No
64,278360,"(('Goma', 'Goma', 'Democratic Republic of the Congo'),)",-1.6665685000000001,29.225652,-1.2784631000000002,36.751643,POINT (29.225652 -1.6665685),POINT (36.751643 -1.2784631),"LINESTRING (29.225652 -1.6665685, 36.751643 -1.2784631)",Nairobi,Kawangware,Democratic Republic Of The Congo,Female,Doing casual jobs,1,Casual employment/temporary worker,No,Nyabisha,Other,Kinyabisha,No,No,Yes
65,278373,"(('Bondo', 'Bondo', 'Kenya'),)",-0.0993654,34.2739935,-1.2784631000000002,36.751643,POINT (34.2739935 -0.09936540000000001),POINT (36.751643 -1.2784631),"LINESTRING (34.2739935 -0.09936540000000001, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Working part-time (formal/informal sector),3,Working full-time (formal/informal sector),Yes,Luo,Luo,Dholuo,No,Yes,No
66,278377,"(('Nairobi', 'Nairobi', 'Kenya'),)",-1.2832533000000002,36.8172449,-1.2784631000000002,36.751643,POINT (36.8172449 -1.2832533),POINT (36.751643 -1.2784631),"LINESTRING (36.8172449 -1.2832533, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Female,Unemployed ,1,Unemployed,Yes,Agikuyu,Agikuyu,Kikuyu,No,No,Yes
67,278384,"(('Bujumbura', 'Bujumbura', 'Burundi'),)",-3.3638125,29.3675028,-1.2784631000000002,36.751643,POINT (29.3675028 -3.3638125),POINT (36.751643 -1.2784631),"LINESTRING (29.3675028 -3.3638125, 36.751643 -1.2784631)",Nairobi,Kawangware,Burundi,Male,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Hutu,Other,Kiburundi,No,Yes,No
68,278385,"(('Siaya', 'Siaya', 'Kenya'),)",-0.06040135,34.20013500999629,-1.2784631000000002,36.751643,POINT (34.20013500999629 -0.06040135),POINT (36.751643 -1.2784631),"LINESTRING (34.20013500999629 -0.06040135, 36.751643 -1.2784631)",Nairobi,Kawangware,Kenya,Male,Unemployed ,4,Self-employed (run small business/income generation project),Yes,Luo,Luo,Dholuo,No,Yes,No
